blocked_count,wait_time_growth,edge_count,graph_density,is_deadlock_imminent
0,0.0,3,0.000744047619047619,0
0,0.18720056804723043,6,0.001488095238095238,0
0,0.0,3,0.000744047619047619,0
0,0.0,1,0.000248015873015873,0
0,0.15430676518590838,6,0.001488095238095238,0
0,0.13232638071512368,8,0.001984126984126984,0
0,0.005850890230684417,1,0.000248015873015873,0
1,0.23479969284503227,2,0.000496031746031746,0
0,0.019905969557347004,6,0.001488095238095238,0
0,0.0,5,0.001240079365079365,0
0,0.011351734525124805,4,0.000992063492063492,0
0,0.06621306745210467,1,0.000248015873015873,0
0,0.21330333746562669,4,0.000992063492063492,0
1,0.0,2,0.000496031746031746,0
2,0.0,2,0.000496031746031746,0
0,0.020759826128571992,8,0.001984126984126984,0
1,0.0,2,0.000496031746031746,0
0,0.08496020970210247,3,0.000744047619047619,0
0,0.08995998754332507,3,0.000744047619047619,0
0,0.030729952087660935,8,0.001984126984126984,0
0,0.0,5,0.001240079365079365,0
0,0.0,9,0.002232142857142857,0
0,0.0,7,0.001736111111111111,0
0,0.0117327383308782,4,0.000992063492063492,0
0,0.054709738117003796,9,0.002232142857142857,0
1,0.0,4,0.000992063492063492,0
0,0.0,5,0.001240079365079365,0
1,0.026162305597246638,7,0.001736111111111111,0
1,0.0,6,0.001488095238095238,0
0,0.0853974711067856,8,0.001984126984126984,0
1,0.032416635248844215,9,0.002232142857142857,0
1,0.0,8,0.001984126984126984,0
0,0.0,2,0.000496031746031746,0
0,0.0,4,0.000992063492063492,0
0,0.07706783295231112,4,0.000992063492063492,0
0,0.06670561034697914,2,0.000496031746031746,0
0,0.0,6,0.001488095238095238,0
0,0.0,1,0.000248015873015873,0
0,0.0,9,0.002232142857142857,0
0,0.08038130513762586,4,0.000992063492063492,0
0,0.06138413414754245,4,0.000992063492063492,0
0,0.13578807880999882,1,0.000248015873015873,0
0,0.0,2,0.000496031746031746,0
1,0.020382272752746712,1,0.000248015873015873,0
0,0.0,4,0.000992063492063492,0
0,0.0,2,0.000496031746031746,0
2,0.0,1,0.000248015873015873,0
0,0.0,6,0.001488095238095238,0
0,0.08576596232020195,2,0.000496031746031746,0
0,0.0,9,0.002232142857142857,0
0,0.0,4,0.000992063492063492,0
0,0.0,5,0.001240079365079365,0
0,0.03227185603380895,8,0.001984126984126984,0
0,0.0,4,0.000992063492063492,0
0,0.0,9,0.002232142857142857,0
0,0.04017117220989415,3,0.000744047619047619,0
1,0.006965266451887907,8,0.001984126984126984,0
1,0.09835043063584652,4,0.000992063492063492,0
0,0.0024510174258942715,8,0.001984126984126984,0
0,0.049799829124544975,7,0.001736111111111111,0
0,0.21531824575115566,1,0.000248015873015873,0
0,0.0,6,0.001488095238095238,0
1,0.0,4,0.000992063492063492,0
0,0.09763091264811027,3,0.000744047619047619,0
0,0.0,4,0.000992063492063492,0
0,0.0,4,0.000992063492063492,0
0,0.0,4,0.000992063492063492,0
0,0.036247645880530206,6,0.001488095238095238,0
0,0.07419630165294652,1,0.000248015873015873,0
0,0.1476658625429629,6,0.001488095238095238,0
1,0.1179440120721287,6,0.001488095238095238,0
1,0.0,6,0.001488095238095238,0
0,0.034092219855895355,1,0.000248015873015873,0
1,0.0,1,0.000248015873015873,0
0,0.0,4,0.000992063492063492,0
0,0.0,6,0.001488095238095238,0
1,0.15162333229338965,3,0.000744047619047619,0
1,0.031245848109794746,1,0.000248015873015873,0
0,0.0,2,0.000496031746031746,0
1,0.0,2,0.000496031746031746,0
0,0.1060446814110468,2,0.000496031746031746,0
0,0.15413709969181827,5,0.001240079365079365,0
0,0.024233368608311257,4,0.000992063492063492,0
0,0.20473989211302382,2,0.000496031746031746,0
0,0.01699729029073083,4,0.000992063492063492,0
0,0.1153245186428456,2,0.000496031746031746,0
1,0.06453759495851476,3,0.000744047619047619,0
0,0.13686315575323488,4,0.000992063492063492,0
0,0.10584244868495879,2,0.000496031746031746,0
0,0.0,1,0.000248015873015873,0
0,0.0,4,0.000992063492063492,0
0,0.07175422557959624,5,0.001240079365079365,0
0,0.1628615545571292,1,0.000248015873015873,0
2,0.0,1,0.000248015873015873,0
1,0.0,6,0.001488095238095238,0
1,0.0,5,0.001240079365079365,0
0,0.0,1,0.000248015873015873,0
0,0.06696725488300385,1,0.000248015873015873,0
0,0.03665982460968483,2,0.000496031746031746,0
0,0.0,2,0.000496031746031746,0
0,0.0,8,0.001984126984126984,0
0,0.09551423205012383,4,0.000992063492063492,0
0,0.0,7,0.001736111111111111,0
0,0.0,1,0.000248015873015873,0
0,0.0,3,0.000744047619047619,0
0,0.0,7,0.001736111111111111,0
0,0.19647251329163895,1,0.000248015873015873,0
0,0.0035263551971728615,7,0.001736111111111111,0
0,0.0,5,0.001240079365079365,0
1,0.021397991073422204,8,0.001984126984126984,0
0,0.085135426460051,5,0.001240079365079365,0
0,0.0,7,0.001736111111111111,0
0,0.0,8,0.001984126984126984,0
0,0.0,3,0.000744047619047619,0
0,0.0,4,0.000992063492063492,0
0,0.0,5,0.001240079365079365,0
0,0.08514020923788287,4,0.000992063492063492,0
1,0.0,1,0.000248015873015873,0
0,0.0,1,0.000248015873015873,0
0,0.0,6,0.001488095238095238,0
0,0.0,1,0.000248015873015873,0
0,0.0,1,0.000248015873015873,0
0,0.0,8,0.001984126984126984,0
0,0.0,3,0.000744047619047619,0
1,0.10553309965464147,1,0.000248015873015873,0
0,0.06536342613353238,2,0.000496031746031746,0
0,0.23743294034923884,3,0.000744047619047619,0
0,0.10145326926872977,2,0.000496031746031746,0
0,0.0,2,0.000496031746031746,0
0,0.0,4,0.000992063492063492,0
0,0.0,7,0.001736111111111111,0
1,0.0941284578060475,2,0.000496031746031746,0
0,0.0,4,0.000992063492063492,0
0,0.0,1,0.000248015873015873,0
0,0.004852162794482699,2,0.000496031746031746,0
0,0.0,7,0.001736111111111111,0
1,0.03902532689831422,6,0.001488095238095238,0
1,0.0,5,0.001240079365079365,0
0,0.05009171876243808,4,0.000992063492063492,0
1,0.0,6,0.001488095238095238,0
0,0.09330121403883498,4,0.000992063492063492,0
0,0.0,2,0.000496031746031746,0
0,0.02797573497867091,6,0.001488095238095238,0
0,0.0,6,0.001488095238095238,0
0,0.0,3,0.000744047619047619,0
0,0.07977363145786347,4,0.000992063492063492,0
0,0.2783777423489051,3,0.000744047619047619,0
0,0.0,1,0.000248015873015873,0
0,0.0,1,0.000248015873015873,0
0,0.07602510946353604,4,0.000992063492063492,0
0,0.0,5,0.001240079365079365,0
0,0.24338480784024163,5,0.001240079365079365,0
0,0.01697292843903737,1,0.000248015873015873,0
0,0.008939391914564943,1,0.000248015873015873,0
0,0.04880440793787494,5,0.001240079365079365,0
1,0.15801340950752019,2,0.000496031746031746,0
0,0.0,5,0.001240079365079365,0
0,0.0,3,0.000744047619047619,0
0,0.028977485689641293,2,0.000496031746031746,0
0,0.2075400798645439,3,0.000744047619047619,0
1,0.0,1,0.000248015873015873,0
0,0.13010524331622997,2,0.000496031746031746,0
0,0.10515930406716663,3,0.000744047619047619,0
0,0.0,3,0.000744047619047619,0
0,0.0,2,0.000496031746031746,0
0,0.0823104975745007,4,0.000992063492063492,0
1,0.0,5,0.001240079365079365,0
0,0.11437540432069292,6,0.001488095238095238,0
0,0.06327818661062849,3,0.000744047619047619,0
1,0.2270692857804396,5,0.001240079365079365,0
0,0.0,6,0.001488095238095238,0
0,0.0,5,0.001240079365079365,0
0,0.15097713124596235,1,0.000248015873015873,0
1,0.040203448004692215,6,0.001488095238095238,0
1,0.1286974963849594,5,0.001240079365079365,0
0,0.0,3,0.000744047619047619,0
0,0.09638503187153617,6,0.001488095238095238,0
0,0.09735574475201242,1,0.000248015873015873,0
0,0.0,2,0.000496031746031746,0
0,0.028096432091819924,3,0.000744047619047619,0
0,0.017059420358086327,5,0.001240079365079365,0
0,0.0835565398349904,2,0.000496031746031746,0
0,0.01805308418054314,3,0.000744047619047619,0
0,0.26435715833985507,3,0.000744047619047619,0
0,0.1782163618536079,5,0.001240079365079365,0
1,0.059027461906178816,2,0.000496031746031746,0
0,0.18820244964750338,3,0.000744047619047619,0
0,0.13454200461549778,2,0.000496031746031746,0
0,0.0,3,0.000744047619047619,0
2,0.0,5,0.001240079365079365,0
1,0.25386911017374864,4,0.000992063492063492,0
0,0.052395266710779376,3,0.000744047619047619,0
0,0.10709964672052551,1,0.000248015873015873,0
0,0.0,1,0.000248015873015873,0
0,0.08522464890302682,4,0.000992063492063492,0
1,0.0,3,0.000744047619047619,0
0,0.0,1,0.000248015873015873,0
0,0.1669021525289393,1,0.000248015873015873,0
0,0.0,3,0.000744047619047619,0
0,0.0,2,0.000496031746031746,0
0,0.0,3,0.000744047619047619,0
0,0.06962063648134184,2,0.000496031746031746,0
0,0.0,4,0.000992063492063492,0
0,0.0,5,0.001240079365079365,0
1,0.0,4,0.000992063492063492,0
0,0.014928656347247764,5,0.001240079365079365,0
0,0.0,1,0.000248015873015873,0
0,0.01550366235955187,1,0.000248015873015873,0
0,0.2569926839690334,1,0.000248015873015873,0
0,0.0,2,0.000496031746031746,0
0,0.1388582269040288,5,0.001240079365079365,0
0,0.0,1,0.000248015873015873,0
0,0.0,3,0.000744047619047619,0
0,0.020370179813884958,5,0.001240079365079365,0
1,0.0,5,0.001240079365079365,0
0,0.0,2,0.000496031746031746,0
0,0.09356783931474612,4,0.000992063492063492,0
0,0.12715550949941587,2,0.000496031746031746,0
0,0.07216720640432352,1,0.000248015873015873,0
0,0.0,3,0.000744047619047619,0
0,0.0,3,0.000744047619047619,0
0,0.04893745612279181,2,0.000496031746031746,0
0,0.0,6,0.001488095238095238,0
0,0.0,2,0.000496031746031746,0
1,0.16463972426799733,6,0.001488095238095238,0
0,0.0,1,0.000248015873015873,0
0,0.0,3,0.000744047619047619,0
1,0.1764686934262719,7,0.001736111111111111,0
0,0.0,5,0.001240079365079365,0
0,0.0,7,0.001736111111111111,0
0,0.0,4,0.000992063492063492,0
0,0.1754794181984365,5,0.001240079365079365,0
0,0.02110174672026184,6,0.001488095238095238,0
0,0.0,2,0.000496031746031746,0
0,0.0,2,0.000496031746031746,0
1,0.11033018820165215,7,0.001736111111111111,0
0,0.21552395384330733,2,0.000496031746031746,0
0,0.06722572844137722,7,0.001736111111111111,0
0,0.0,7,0.001736111111111111,0
0,0.010081742225405218,2,0.000496031746031746,0
0,0.0,4,0.000992063492063492,0
0,0.05518636553095008,1,0.000248015873015873,0
0,0.0,2,0.000496031746031746,0
0,0.05269374126317904,6,0.001488095238095238,0
0,0.1620533445165877,3,0.000744047619047619,0
0,0.1570494635261139,7,0.001736111111111111,0
0,0.0,4,0.000992063492063492,0
0,0.08065932479136867,7,0.001736111111111111,0
0,0.0,6,0.001488095238095238,0
0,0.019855836289629183,7,0.001736111111111111,0
0,0.0,6,0.001488095238095238,0
0,0.0,7,0.001736111111111111,0
0,0.05739669592016755,2,0.000496031746031746,0
0,0.0,3,0.000744047619047619,0
0,0.009532080694771912,2,0.000496031746031746,0
0,0.017903679654896514,7,0.001736111111111111,0
0,0.06075668643313586,6,0.001488095238095238,0
0,0.0,1,0.000248015873015873,0
0,0.0,4,0.000992063492063492,0
0,0.09871222001287103,7,0.001736111111111111,0
0,0.01798454187280591,2,0.000496031746031746,0
0,0.0,2,0.000496031746031746,0
0,0.0,4,0.000992063492063492,0
1,0.0,3,0.000744047619047619,0
0,0.062180996221719645,3,0.000744047619047619,0
0,0.0,2,0.000496031746031746,0
0,0.0,2,0.000496031746031746,0
0,0.0620672097550678,1,0.000248015873015873,0
0,0.03801978510059632,2,0.000496031746031746,0
0,0.061058574528382314,4,0.000992063492063492,0
0,0.08339221545489041,3,0.000744047619047619,0
0,0.04591800792284367,3,0.000744047619047619,0
0,0.04296182191325859,1,0.000248015873015873,0
0,0.020768768716311115,3,0.000744047619047619,0
0,0.0,3,0.000744047619047619,0
2,0.10531528533329036,5,0.001240079365079365,0
1,0.09382838059759978,4,0.000992063492063492,0
0,0.0,5,0.001240079365079365,0
0,0.0,3,0.000744047619047619,0
0,0.0,1,0.000248015873015873,0
0,0.12557561255735208,1,0.000248015873015873,0
0,0.0,3,0.000744047619047619,0
0,0.1446977884353733,2,0.000496031746031746,0
0,0.019655477651157466,5,0.001240079365079365,0
0,0.026705026586925886,3,0.000744047619047619,0
0,0.08896307956234371,1,0.000248015873015873,0
0,0.00822839892754242,1,0.000248015873015873,0
1,0.10654803750653513,5,0.001240079365079365,0
1,0.0,4,0.000992063492063492,0
0,0.140934744018558,3,0.000744047619047619,0
0,0.0,3,0.000744047619047619,0
0,0.1453384477117701,4,0.000992063492063492,0
0,0.0,5,0.001240079365079365,0
0,0.0,5,0.001240079365079365,0
0,0.0,1,0.000248015873015873,0
0,0.0,4,0.000992063492063492,0
0,0.0,5,0.001240079365079365,0
0,0.023421473253652077,2,0.000496031746031746,0
0,0.09843223984765838,3,0.000744047619047619,0
1,0.0,1,0.000248015873015873,0
0,0.1167102914383636,1,0.000248015873015873,0
0,0.16211085577877155,9,0.002232142857142857,0
0,0.0,9,0.002232142857142857,0
0,0.0,4,0.000992063492063492,0
0,0.0,6,0.001488095238095238,0
2,0.0,7,0.001736111111111111,0
1,0.1420504247989855,2,0.000496031746031746,0
0,0.0,6,0.001488095238095238,0
0,0.0,10,0.00248015873015873,0
0,0.06329318177555109,6,0.001488095238095238,0
0,0.15475052013300616,2,0.000496031746031746,0
0,0.17958776730955217,5,0.001240079365079365,0
1,0.05434991027893419,9,0.002232142857142857,0
0,0.1083609653905471,5,0.001240079365079365,0
0,0.0,7,0.001736111111111111,0
0,0.0,6,0.001488095238095238,0
0,0.0,7,0.001736111111111111,0
0,0.0,5,0.001240079365079365,0
0,0.0,9,0.002232142857142857,0
0,0.0,3,0.000744047619047619,0
1,0.06818914896263115,4,0.000992063492063492,0
0,0.18467073257360336,7,0.001736111111111111,0
1,0.09329966426505681,7,0.001736111111111111,0
1,0.04216849239122599,3,0.000744047619047619,0
1,0.10085208247785818,10,0.00248015873015873,0
0,0.15316888012409152,10,0.00248015873015873,0
0,0.0,5,0.001240079365079365,0
0,0.0,7,0.001736111111111111,0
0,0.04182525547860004,9,0.002232142857142857,0
0,0.040041202923843694,1,0.000248015873015873,0
0,0.08177526958760499,5,0.001240079365079365,0
1,0.0,5,0.001240079365079365,0
0,0.06454841811410754,4,0.000992063492063492,0
0,0.21632547233054603,7,0.001736111111111111,0
0,0.024938368371075527,10,0.00248015873015873,0
1,0.15774532797634744,10,0.00248015873015873,0
0,0.017554582989050802,6,0.001488095238095238,0
0,0.04085123483774262,8,0.001984126984126984,0
0,0.0,8,0.001984126984126984,0
0,0.017463926936782802,8,0.001984126984126984,0
0,0.0,9,0.002232142857142857,0
3,0.012780269736678269,8,0.001984126984126984,0
0,0.15655240292343406,3,0.000744047619047619,0
0,0.0,2,0.000496031746031746,0
0,0.0,5,0.001240079365079365,0
0,0.0,9,0.002232142857142857,0
0,0.0,10,0.00248015873015873,0
0,0.07083564472993534,6,0.001488095238095238,0
0,0.0,2,0.000496031746031746,0
1,0.08724573282801447,4,0.000992063492063492,0
0,0.0,5,0.001240079365079365,0
0,0.0633267502303576,4,0.000992063492063492,0
0,0.08978885387603419,4,0.000992063492063492,0
0,0.0,3,0.000744047619047619,0
0,0.007420621380015535,1,0.000248015873015873,0
0,0.0,1,0.000248015873015873,0
1,0.03427253463777041,4,0.000992063492063492,0
0,0.045675321915378396,8,0.001984126984126984,0
1,0.0,10,0.00248015873015873,0
0,0.032324576290897945,2,0.000496031746031746,0
1,0.0,8,0.001984126984126984,0
0,0.1440117215449473,7,0.001736111111111111,0
0,0.0,10,0.00248015873015873,0
0,0.18009404329108158,4,0.000992063492063492,0
0,0.012810441491078928,7,0.001736111111111111,0
0,0.0,8,0.001984126984126984,0
0,0.0,7,0.001736111111111111,0
0,0.0,4,0.000992063492063492,0
0,0.0,3,0.000744047619047619,0
0,0.0,1,0.000248015873015873,0
0,0.07858001586508323,2,0.000496031746031746,0
0,0.04254575617849648,7,0.001736111111111111,0
0,0.0,4,0.000992063492063492,0
0,0.0,3,0.000744047619047619,0
1,0.24020262818354562,9,0.002232142857142857,0
0,0.0,8,0.001984126984126984,0
0,0.0,1,0.000248015873015873,0
0,0.003766023316793774,9,0.002232142857142857,0
0,0.0,4,0.000992063492063492,0
0,0.0,2,0.000496031746031746,0
0,0.09888827373090182,8,0.001984126984126984,0
0,0.06233098066546038,6,0.001488095238095238,0
0,0.027551056234825313,8,0.001984126984126984,0
0,0.0,7,0.001736111111111111,0
0,0.18119801241348715,8,0.001984126984126984,0
1,0.035792572869176864,3,0.000744047619047619,0
0,0.10495527153193351,8,0.001984126984126984,0
0,0.0,8,0.001984126984126984,0
1,0.0,5,0.001240079365079365,0
0,0.13172782267311858,4,0.000992063492063492,0
0,0.0,5,0.001240079365079365,0
0,0.02045493960907455,8,0.001984126984126984,0
0,0.0,4,0.000992063492063492,0
0,0.0,5,0.001240079365079365,0
0,0.2965010351720722,8,0.001984126984126984,0
0,0.0,2,0.000496031746031746,0
0,0.0,5,0.001240079365079365,0
0,0.056427738802673634,4,0.000992063492063492,0
0,0.10910461021646674,5,0.001240079365079365,0
0,0.0,6,0.001488095238095238,0
0,0.0,6,0.001488095238095238,0
0,0.0,2,0.000496031746031746,0
1,0.022445181855997205,3,0.000744047619047619,0
0,0.10470983026121546,3,0.000744047619047619,0
0,0.10786808334312957,4,0.000992063492063492,0
1,0.0,7,0.001736111111111111,0
0,0.08004982417659726,3,0.000744047619047619,0
0,0.017927460442668408,4,0.000992063492063492,0
0,0.13768034928789294,2,0.000496031746031746,0
0,0.07770160957572891,7,0.001736111111111111,0
0,0.032380012760594525,7,0.001736111111111111,0
0,0.0,6,0.001488095238095238,0
0,0.0,8,0.001984126984126984,0
0,0.10624015098751201,7,0.001736111111111111,0
0,0.0,1,0.000248015873015873,0
0,0.03192233421955466,4,0.000992063492063492,0
1,0.0,7,0.001736111111111111,0
0,0.11608267873785194,7,0.001736111111111111,0
0,0.0,1,0.000248015873015873,0
0,0.04770408272231215,7,0.001736111111111111,0
0,0.007682189106025536,6,0.001488095238095238,0
0,0.0,5,0.001240079365079365,0
1,0.06489242105069956,7,0.001736111111111111,0
0,0.0,7,0.001736111111111111,0
0,0.08470790099850345,4,0.000992063492063492,0
0,0.12225009148868804,8,0.001984126984126984,0
1,0.10302834540318423,4,0.000992063492063492,0
0,0.023878915902651354,5,0.001240079365079365,0
0,0.0,7,0.001736111111111111,0
0,0.0,8,0.001984126984126984,0
1,0.0,1,0.000248015873015873,0
1,0.0,7,0.001736111111111111,0
0,0.09163276747024815,6,0.001488095238095238,0
0,0.03464884758979927,7,0.001736111111111111,0
0,0.20883747047807277,3,0.000744047619047619,0
0,0.0,8,0.001984126984126984,0
0,0.11081828167375166,3,0.000744047619047619,0
0,0.0,1,0.000248015873015873,0
0,0.0,7,0.001736111111111111,0
1,0.19140313538667864,1,0.000248015873015873,0
0,0.0,2,0.000496031746031746,0
0,0.20034072671821046,7,0.001736111111111111,0
1,0.11055259329579839,3,0.000744047619047619,0
0,0.11870303055603802,8,0.001984126984126984,0
0,0.16334315323010962,3,0.000744047619047619,0
0,0.0,1,0.000248015873015873,0
0,0.0,5,0.001240079365079365,0
1,0.032876241030348044,7,0.001736111111111111,0
0,0.05644029878932662,6,0.001488095238095238,0
0,0.035555062967435276,4,0.000992063492063492,0
0,0.1046920127650012,8,0.001984126984126984,0
0,0.056995030534138236,6,0.001488095238095238,0
0,0.1289756528375374,6,0.001488095238095238,0
0,0.0,7,0.001736111111111111,0
0,0.0,5,0.001240079365079365,0
0,0.0,7,0.001736111111111111,0
0,0.0,5,0.001240079365079365,0
0,0.0,2,0.000496031746031746,0
0,0.01696937923520195,8,0.001984126984126984,0
0,0.0,1,0.000248015873015873,0
0,0.0,1,0.000248015873015873,0
1,0.0,6,0.001488095238095238,0
0,0.0,4,0.000992063492063492,0
0,0.0,2,0.000496031746031746,0
0,0.13842728185105183,1,0.000248015873015873,0
0,0.056390912005235966,1,0.000248015873015873,0
0,0.07589285897867652,4,0.000992063492063492,0
0,0.02811914239693758,4,0.000992063492063492,0
1,0.0,1,0.000248015873015873,0
0,0.05530732764404796,10,0.00248015873015873,0
0,0.0,3,0.000744047619047619,0
0,0.0,4,0.000992063492063492,0
0,0.0,3,0.000744047619047619,0
0,0.03968386658488053,8,0.001984126984126984,0
0,0.0,2,0.000496031746031746,0
0,0.0,10,0.00248015873015873,0
0,0.0,4,0.000992063492063492,0
0,0.055103730224253744,8,0.001984126984126984,0
0,0.01604762069988457,5,0.001240079365079365,0
0,0.0,6,0.001488095238095238,0
1,0.022391413406466144,3,0.000744047619047619,0
0,0.13641404299738444,10,0.00248015873015873,0
0,0.012229750303228377,10,0.00248015873015873,0
1,0.05432980290363879,2,0.000496031746031746,0
0,0.04996371011259573,3,0.000744047619047619,0
0,0.0,5,0.001240079365079365,0
1,0.0,2,0.000496031746031746,0
0,0.0,10,0.00248015873015873,0
0,0.0,1,0.000248015873015873,0
0,0.12477420726737339,5,0.001240079365079365,0
0,0.0,10,0.00248015873015873,0
0,0.21451491277733883,7,0.001736111111111111,0
0,0.06337768809320986,7,0.001736111111111111,0
0,0.04137990974514982,4,0.000992063492063492,0
0,0.0043811471979109595,2,0.000496031746031746,0
0,0.0,10,0.00248015873015873,0
0,0.0,4,0.000992063492063492,0
0,0.0,2,0.000496031746031746,0
0,0.0,5,0.001240079365079365,0
0,0.16391168054440675,10,0.00248015873015873,0
0,0.05689830791852754,1,0.000248015873015873,0
0,0.16283966231285382,3,0.000744047619047619,0
0,0.0,5,0.001240079365079365,0
0,0.0,4,0.000992063492063492,0
